company,experiance,city,salary,job_detail,required_skill,job_tittle
merck sharp & dohme (msd),5 - 7 years,"Hyderabad, Pune",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']",['NLP'],Software Development
flex,3 - 8 years,Chennai,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: Telecom / ISP', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Business rules', 'VB']",Software Development
a large global organization,5 - 7 years,Bengaluru,10L_to_15L,"['Role: Embedded Systems Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization']","['Embedded C', 'C++', 'C', 'Linux', 'Ada']",Embedded Systems Engineer
msci services,2 - 5 years,Mumbai,10L_to_15L,"['Role: Full Stack Developer', 'Industry Type: Financial Services', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['css', 'data', 'research', 'sql', 'database design', 'react.js', 'git', 'gcp', 'asp.net', 'oops', 'html', 'communication skills', 'c#', 'rest', 'development', 'sql queries', 'entity framework', 'microsoft azure', 'javascript', 'sql server', 'collaboration', 'web technologies', '.net', 'asp', 'object']",Full Stack Developer
accenture,5 - 8 years,Bengaluru,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['java', 'agile methodology', 'agile', 'css', 'c++', 'sql', 'spring', 'react.js', 'linux', 'asp.net', 'jenkins', 'mysql', 'jira', 'c#', 'python', 'c', 'oracle', 'team management', 'javascript', 'sql server', 'microsoft windows', 'unix']",Technical Architect
accenture,15 - 20 years,Bengaluru,10L_to_15L,"['Role: QA Team Manager', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['test scenarios', 'test cases', 'sql', 'application development', 'sdlc', 'project management', 'software testing', 'regression testing', 'control plan', 'manual testing', 'business analysis', 'pfmea', 'user stories', 'process flow', 'functional testing', 'brd', 'quality assurance', 'agile', 'ppap', 'jira']",QA Team Manager
hexaware technologies,6 - 11 years,Hyderabad,10L_to_15L,"['Role: Back End Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']",['AWS'],Back End Developer
v2soft,10 - 20 years,Chennai,10L_to_15L,"['Role: IT & Information Security - Other', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT & Information Security - Other', 'UG: Any Graduate']","['LLM', 'React.Js', 'Python']",IT & Information Security
accenture,5 - 8 years,Bengaluru,10L_to_15L,"['Role: Technical Lead', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['actuarial', 'design patterns', 'asp', 'css', 'web services', 'soa', 'ado.net', 'hibernate', 'sql', 'microservices', 'spring', 'java', 'asp.net', 'j2ee', 'html', 'mvc', 'c#', 'rest', 'c', 'team management', 'javascript', 'sql server', 'spring boot', 'itsm']",Technical Lead
osi digital,3 - 8 years,Hyderabad,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Boomi', 'EDI']",Software Development
protiviti india,2 - 6 years,"Thane, Navi Mumbai, Mumbai (All Areas)",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: Management Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Automation Anywhere', 'Brd', 'Requirement Gathering', 'FRD', 'Business Analysis']",Software Development
tcs,10 - 18 years,Pune,10-20 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, B.A in Any Specialization, B.Sc in Any Specialization, B.Com in Any Specialization, Diploma in Any Specialization']","['Java', 'Spring Boot', 'React.Js', 'Microservices', 'Devops']",Software Development
tcs,5 - 10 years,"Kolkata, Pune, Chennai",10L_to_15L,"['Role: Full Stack Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Java', 'Spring Boot', 'Hibernate']",Full Stack Developer
huron,2 - 4 years,"Noida, Hyderabad, Pune, Chennai, Ahmedabad, Bengaluru",10L_to_15L,"['Role: Full Stack Developer', 'Industry Type: Management Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Automation', 'Coding', 'XML', 'Analytical', 'Javascript', 'Windows', 'microsoft', 'Information technology', 'SQL']",Full Stack Developer
defsys solutions,4 - 6 years,Bengaluru,14-18 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: Defence & Aerospace', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Aviation, Electronics And Computer Engineering, Computers, Electronics Engineering', 'PG: MCA in Computers']","['QT', 'VC++', 'SQLite', 'Opengl', 'Delphi', 'Simulation', 'XML', 'MySQL', 'GUI']",Software Development
hexaware technologies,3 - 8 years,"Noida, Mumbai, Chennai",10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['python', 'production', 'pandas', 'etl', 'confluence', 'dynamo db', 'natural language processing', 'machine learning', 'nosql', 'sql', 'deep learning', 'git', 'java', 'data science', 'predictive modeling', 'leadership development', 'agile', 'aws', 'jira']",Technical Architect
grid dynamics,2 - 5 years,Bengaluru,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, Bachelor of Artificial Intelligence in Any Specialization', 'PG: M.Tech in Any Specialization']","['Python', 'LLM', 'SQL']",Software Development
mobis india,4 - 7 years,Chennai,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: Electronic Components / Semiconductors', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization']","['AUTOSAR', 'Integration', 'Steering', 'Suspension', 'Brakes']",Software Development
infosys,4 - 9 years,"Pune, Delhi / NCR, Mumbai (All Areas)",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization']","['Java', 'Hibernate', 'Spring Mvc', 'Spring Boot', 'J2Ee', 'Microservices']",Software Development
luxoft,5 - 9 years,"Mumbai, Pune, Chennai",10L_to_15L,"['Role: Full Stack Developer', 'Industry Type: Legal', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['java', 'javascript', 'spring boot', 'continuous integration', 'css', 'cucumber', 'mockito', 'spring', 'react.js', 'selenium', 'postgresql', 'jenkins', 'html', 'rest', 'python', 'junit', 'maven', 'microsoft azure', 'node.js', 'aws']",Full Stack Developer
luxoft,4 - 7 years,Bengaluru,10L_to_15L,"['Role: Data Engineer', 'Industry Type: Legal', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['spark', 'linux', 'python', 'hive', 'continuous integration', 'algorithms', 'scala', 'sql', 'git', 'oops', 'software engineering', 'hadoop', 'big data', 'github', 'data analysis', 'oozie', 'driving', 'scrum', 'agile', 'sqoop', 'aws']",Data Engineer
mercedes benz,8 - 13 years,Bengaluru,10L_to_15L,"['Role: Technical Architect', 'Industry Type: Auto Components', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['safety analysis', 'devops', 'functional safety', 'safety engineering', 'continuous integration', 'simulink', 'c++', 'canoe', 'fta', 'java', 'fmea', 'i2c', 'dfa', 'spi', 'canalyzer', 'autosar', 'tdd', 'embedded c', 'uart']",Technical Architect
sp software,6 - 9 years,"Gurugram, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['MongoDB', 'Microservices', 'Python', 'NoSQL', 'Postgresql']",Software Development
vertiv group corp,6 - 10 years,Pune,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: Electronic Components / Semiconductors', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['EMI', 'Analytical skills', 'Electrical engineering', 'Semiconductor', 'Compliance', 'UPS', 'Power electronics', 'EMC', 'PCB designing', 'Continuous improvement']",Software Development
shell infotech,8 - 12 years,Chennai,10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Temporary/Contractual', 'Role Category: Software Development', 'UG: Any Graduate']","['SAP PS', 'SAP Project Systems']",Software Development
infosys,4 - 9 years,"Pune, Delhi / NCR, Mumbai (All Areas)",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization']","['Python', 'Django']",Software Development
infosys,3 - 8 years,"Kolkata, Delhi / NCR, Mumbai (All Areas)",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization, M.Tech in Any Specialization']","['Java', 'Hibernate', 'Spring Mvc', 'Spring Boot', 'J2Ee', 'Microservices']",Software Development
synopsys,1 - 3 years,Pune,10L_to_15L,"['Role: DevOps Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: DevOps', 'UG: Any Graduate, B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['C++', 'Linux', 'Testing tools', 'MySQL', 'Shell scripting', 'Perl', 'Windows', 'Troubleshooting', 'Open source', 'Python']",DevOps Engineer
microland,5 - 9 years,Bengaluru,10L_to_15L,"['Role: Solution Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['project management', 'oracle', 'enterprise architecture', 'data warehousing', 'microsoft azure', 'data architecture', 'business intelligence', 'sql server', 'sql', 'technical architecture', 'data center', 'java', 'data modeling', 'design patterns', 'aws', 'communication skills', 'architecture']",Solution Architect
infosys,5 - 10 years,"Pune, Delhi / NCR, Mumbai (All Areas)",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, BCA in Any Specialization, B.Sc in Any Specialization', 'PG: M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization']",['C++'],Software Development
infosys,5 - 10 years,"Pune, Delhi / NCR, Mumbai (All Areas)",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization, M.Tech in Any Specialization']",['C++'],Software Development
cgi,5 - 8 years,Mumbai (All Areas),10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Automation testing', 'Selenium', 'Python', 'Java']",Software Development
medtronic,6 - 8 years,Hyderabad,10L_to_15L,"['Role: Quality Engineer', 'Industry Type: Medical Services / Hospital', 'Department: Quality Assurance', 'Employment Type: Full Time, Permanent', 'Role Category: Production & Manufacturing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['Product management', 'Graphics', 'Medical devices', 'Software design', 'Hardware design', 'Healthcare', 'Product design', 'Firmware', 'PFMEA', 'DFSS']",Quality Engineer
